enrollment_id,provider_id,payer_id,enrollment_type,credentialing_status,claims_enrollment_status,era_enrollment_status,clearinghouse_portal_updated,clearinghouse_configuration_status,credentialed_npi,enrolled_npi,npi_match_status,blocker_reason,submitted_date,approved_date,current_status,action_required_flag,claims_ready_flag,era_ready_flag
ENR027006,PRV027,PYR006,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000007,1000000027,"NPI Mismatch","Individual NPI used instead of group NPI",2026-04-16,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR027007,PRV027,PYR007,"Claims and ERA","In Progress","Not Started","Not Started",No,"Not Started",2000000007,2000000007,"NPI Match","Credentialing not completed",2026-04-27,NULL,Pending,Yes,"Not Ready","Not Ready"
ENR027008,PRV027,PYR008,ERA,Completed,"Not Required",Approved,No,Pending,2000000007,2000000007,"NPI Match","Clearinghouse portal not updated",2026-05-08,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR027009,PRV027,PYR009,Claims,Completed,Pending,"Not Required",Yes,"In Progress",2000000007,2000000007,"NPI Match","Missing payer approval",2026-05-19,NULL,Pending,Yes,"Not Ready","Not Applicable"
ENR027010,PRV027,PYR010,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000007,2000000007,"NPI Match","No blocker",2026-05-30,2026-06-14,Ready,No,Ready,Ready
ENR028001,PRV028,PYR001,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000008,2000000008,"NPI Match","Medicare additional enrollment missing",2026-02-27,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR028002,PRV028,PYR002,ERA,Completed,"Not Required",Approved,No,Pending,2000000008,2000000008,"NPI Match","Clearinghouse portal not updated",2026-03-10,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR028003,PRV028,PYR003,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000008,2000000008,"NPI Match","Wrong payer ID",2026-03-21,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR028004,PRV028,PYR004,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000008,2000000008,"NPI Match","Wrong payer ID",2026-04-01,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR028005,PRV028,PYR005,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000008,1000000028,"NPI Mismatch","Individual NPI used instead of group NPI",2026-04-12,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR028006,PRV028,PYR006,"Claims and ERA","In Progress","Not Started","Not Started",No,"Not Started",2000000008,2000000008,"NPI Match","Credentialing not completed",2026-04-23,NULL,Pending,Yes,"Not Ready","Not Ready"
ENR028007,PRV028,PYR007,ERA,Completed,"Not Required",Approved,No,Pending,2000000008,2000000008,"NPI Match","Clearinghouse portal not updated",2026-05-04,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR028008,PRV028,PYR008,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000008,2000000008,"NPI Match","Incorrect PTAN/provider number",2026-05-15,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR028009,PRV028,PYR009,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000008,2000000008,"NPI Match","Wrong payer ID",2026-05-26,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR028010,PRV028,PYR010,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000008,2000000008,"NPI Match","Wrong payer ID",2026-01-07,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR029001,PRV029,PYR001,ERA,Completed,"Not Required",Approved,No,Pending,2000000009,2000000009,"NPI Match","Clearinghouse portal not updated",2026-03-06,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR029002,PRV029,PYR002,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000009,2000000009,"NPI Match","No blocker",2026-03-17,2026-03-26,Ready,No,Ready,Ready
ENR029003,PRV029,PYR003,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000009,2000000009,"NPI Match","No blocker",2026-03-28,2026-04-07,Ready,No,Ready,Ready
ENR029004,PRV029,PYR004,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000009,1000000029,"NPI Mismatch","Individual NPI used instead of group NPI",2026-04-08,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR029005,PRV029,PYR005,"Claims and ERA","In Progress","Not Started","Not Started",No,"Not Started",2000000009,2000000009,"NPI Match","Credentialing not completed",2026-04-19,NULL,Pending,Yes,"Not Ready","Not Ready"
ENR029006,PRV029,PYR006,ERA,Completed,"Not Required",Approved,No,Pending,2000000009,2000000009,"NPI Match","Clearinghouse portal not updated",2026-04-30,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR029007,PRV029,PYR007,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000009,2000000009,"NPI Match","Wrong payer ID",2026-05-11,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR029008,PRV029,PYR008,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000009,2000000009,"NPI Match","No blocker",2026-05-22,2026-06-06,Ready,No,Ready,Ready
ENR029009,PRV029,PYR009,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000009,2000000009,"NPI Match","No blocker",2026-01-03,2026-01-19,Ready,No,Ready,Ready
ENR029010,PRV029,PYR010,Claims,Completed,Approved,"Not Required",Yes,Completed,2000000009,2000000009,"NPI Match","No blocker",2026-01-14,2026-01-31,Ready,No,Ready,"Not Applicable"
ENR030001,PRV030,PYR001,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000010,2000000010,"NPI Match","No blocker",2026-03-13,2026-03-22,Ready,No,Ready,Ready
ENR030002,PRV030,PYR002,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000010,2000000010,"NPI Match","No blocker",2026-03-24,2026-04-03,Ready,No,Ready,Ready
ENR030003,PRV030,PYR003,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000010,1000000030,"NPI Mismatch","Individual NPI used instead of group NPI",2026-04-04,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR030004,PRV030,PYR004,"Claims and ERA","In Progress","Not Started","Not Started",No,"Not Started",2000000010,2000000010,"NPI Match","Credentialing not completed",2026-04-15,NULL,Pending,Yes,"Not Ready","Not Ready"
ENR030005,PRV030,PYR005,ERA,Completed,"Not Required",Approved,No,Pending,2000000010,2000000010,"NPI Match","Clearinghouse portal not updated",2026-04-26,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR030006,PRV030,PYR006,Claims,Completed,Pending,"Not Required",Yes,"In Progress",2000000010,2000000010,"NPI Match","Missing payer approval",2026-05-07,NULL,Pending,Yes,"Not Ready","Not Applicable"
ENR030007,PRV030,PYR007,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000010,2000000010,"NPI Match","Wrong payer ID",2026-05-18,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR030008,PRV030,PYR008,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000010,2000000010,"NPI Match","No blocker",2026-05-29,2026-06-14,Ready,No,Ready,Ready
ENR030009,PRV030,PYR009,Claims,Completed,Approved,"Not Required",Yes,Completed,2000000010,2000000010,"NPI Match","No blocker",2026-01-10,2026-01-27,Ready,No,Ready,"Not Applicable"
ENR030010,PRV030,PYR010,ERA,Completed,"Not Required",Approved,No,Pending,2000000010,2000000010,"NPI Match","Clearinghouse portal not updated",2026-01-21,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR031001,PRV031,PYR001,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000011,2000000011,"NPI Match","No blocker",2026-03-20,2026-03-30,Ready,No,Ready,Ready
ENR031002,PRV031,PYR002,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000011,1000000031,"NPI Mismatch","Individual NPI used instead of group NPI",2026-03-31,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR031003,PRV031,PYR003,"Claims and ERA","In Progress","Not Started","Not Started",No,"Not Started",2000000011,2000000011,"NPI Match","Credentialing not completed",2026-04-11,NULL,Pending,Yes,"Not Ready","Not Ready"
ENR031004,PRV031,PYR004,ERA,Completed,"Not Required",Approved,No,Pending,2000000011,2000000011,"NPI Match","Clearinghouse portal not updated",2026-04-22,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR031005,PRV031,PYR005,Claims,Completed,Pending,"Not Required",Yes,"In Progress",2000000011,2000000011,"NPI Match","Missing payer approval",2026-05-03,NULL,Pending,Yes,"Not Ready","Not Applicable"
ENR031006,PRV031,PYR006,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000011,2000000011,"NPI Match","No blocker",2026-05-14,2026-05-29,Ready,No,Ready,Ready
ENR031007,PRV031,PYR007,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000011,2000000011,"NPI Match","Wrong payer ID",2026-05-25,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR031008,PRV031,PYR008,Claims,Completed,Approved,"Not Required",Yes,Completed,2000000011,2000000011,"NPI Match","No blocker",2026-01-06,2026-01-23,Ready,No,Ready,"Not Applicable"
ENR031009,PRV031,PYR009,ERA,Completed,"Not Required",Approved,No,Pending,2000000011,2000000011,"NPI Match","Clearinghouse portal not updated",2026-01-17,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR031010,PRV031,PYR010,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000011,2000000011,"NPI Match","No blocker",2026-01-28,2026-02-06,Ready,No,Ready,Ready
ENR032001,PRV032,PYR001,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000012,1000000032,"NPI Mismatch","Individual NPI used instead of group NPI",2026-03-27,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR032002,PRV032,PYR002,"Claims and ERA","In Progress","Not Started","Not Started",No,"Not Started",2000000012,2000000012,"NPI Match","Credentialing not completed",2026-04-07,NULL,Pending,Yes,"Not Ready","Not Ready"
ENR032003,PRV032,PYR003,ERA,Completed,"Not Required",Approved,No,Pending,2000000012,2000000012,"NPI Match","Clearinghouse portal not updated",2026-04-18,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR032004,PRV032,PYR004,Claims,Completed,Pending,"Not Required",Yes,"In Progress",2000000012,2000000012,"NPI Match","Missing payer approval",2026-04-29,NULL,Pending,Yes,"Not Ready","Not Applicable"
ENR032005,PRV032,PYR005,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000012,2000000012,"NPI Match","No blocker",2026-05-10,2026-05-25,Ready,No,Ready,Ready
ENR032006,PRV032,PYR006,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000012,2000000012,"NPI Match","No blocker",2026-05-21,2026-06-06,Ready,No,Ready,Ready
ENR032007,PRV032,PYR007,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000012,2000000012,"NPI Match","Wrong payer ID",2026-01-02,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR032008,PRV032,PYR008,ERA,Completed,"Not Required",Rejected,Yes,"Issue Found",2000000012,2000000012,"NPI Match","Medicaid additional enrollment missing",2026-01-13,NULL,Blocked,Yes,"Not Applicable","Not Ready"
ENR032009,PRV032,PYR009,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000012,2000000012,"NPI Match","No blocker",2026-01-24,2026-02-02,Ready,No,Ready,Ready
ENR032010,PRV032,PYR010,Claims,Completed,Pending,"Not Required",Yes,"In Progress",2000000012,2000000012,"NPI Match","Missing payer approval",2026-02-04,NULL,Pending,Yes,"Not Ready","Not Applicable"
ENR033001,PRV033,PYR001,"Claims and ERA","In Progress","Not Started","Not Started",No,"Not Started",2000000013,2000000013,"NPI Match","Credentialing not completed",2026-04-03,NULL,Pending,Yes,"Not Ready","Not Ready"
ENR033002,PRV033,PYR002,ERA,Completed,"Not Required",Approved,No,Pending,2000000013,2000000013,"NPI Match","Clearinghouse portal not updated",2026-04-14,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR033003,PRV033,PYR003,Claims,Completed,Pending,"Not Required",Yes,"In Progress",2000000013,2000000013,"NPI Match","Missing payer approval",2026-04-25,NULL,Pending,Yes,"Not Ready","Not Applicable"
ENR033004,PRV033,PYR004,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000013,2000000013,"NPI Match","No blocker",2026-05-06,2026-05-21,Ready,No,Ready,Ready
ENR033005,PRV033,PYR005,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000013,2000000013,"NPI Match","No blocker",2026-05-17,2026-06-02,Ready,No,Ready,Ready
ENR033006,PRV033,PYR006,Claims,Completed,Approved,"Not Required",Yes,Completed,2000000013,2000000013,"NPI Match","No blocker",2026-05-28,2026-06-14,Ready,No,Ready,"Not Applicable"
ENR033007,PRV033,PYR007,ERA,Completed,"Not Required",Approved,No,Pending,2000000013,2000000013,"NPI Match","Clearinghouse portal not updated",2026-01-09,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR033008,PRV033,PYR008,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000013,2000000013,"NPI Match","No blocker",2026-01-20,2026-01-29,Ready,No,Ready,Ready
ENR033009,PRV033,PYR009,Claims,Completed,Pending,"Not Required",Yes,"In Progress",2000000013,2000000013,"NPI Match","Missing payer approval",2026-01-31,NULL,Pending,Yes,"Not Ready","Not Applicable"
ENR033010,PRV033,PYR010,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000013,2000000013,"NPI Match","No blocker",2026-02-11,2026-02-22,Ready,No,Ready,Ready
ENR034001,PRV034,PYR001,ERA,Completed,"Not Required",Approved,No,Pending,2000000014,2000000014,"NPI Match","Clearinghouse portal not updated",2026-04-10,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR034002,PRV034,PYR002,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000014,2000000014,"NPI Match","Incorrect PTAN/provider number",2026-04-21,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR034003,PRV034,PYR003,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000014,2000000014,"NPI Match","No blocker",2026-05-02,2026-05-17,Ready,No,Ready,Ready
ENR034004,PRV034,PYR004,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000014,2000000014,"NPI Match","No blocker",2026-05-13,2026-05-29,Ready,No,Ready,Ready
ENR034005,PRV034,PYR005,Claims,Completed,Approved,"Not Required",Yes,Completed,2000000014,2000000014,"NPI Match","No blocker",2026-05-24,2026-06-10,Ready,No,Ready,"Not Applicable"
ENR034006,PRV034,PYR006,ERA,Completed,"Not Required",Approved,No,Pending,2000000014,2000000014,"NPI Match","Clearinghouse portal not updated",2026-01-05,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR034007,PRV034,PYR007,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000014,2000000014,"NPI Match","Wrong payer ID",2026-01-16,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR034008,PRV034,PYR008,Claims,Completed,Pending,"Not Required",Yes,"In Progress",2000000014,2000000014,"NPI Match","Missing payer approval",2026-01-27,NULL,Pending,Yes,"Not Ready","Not Applicable"
ENR034009,PRV034,PYR009,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000014,2000000014,"NPI Match","No blocker",2026-02-07,2026-02-18,Ready,No,Ready,Ready
ENR034010,PRV034,PYR010,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000014,1000000034,"NPI Mismatch","Individual NPI used instead of group NPI",2026-02-18,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR035001,PRV035,PYR001,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000015,2000000015,"NPI Match","Incorrect PTAN/provider number",2026-04-17,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR035002,PRV035,PYR002,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000015,2000000015,"NPI Match","Wrong payer ID",2026-04-28,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR035003,PRV035,PYR003,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000015,2000000015,"NPI Match","Wrong payer ID",2026-05-09,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR035004,PRV035,PYR004,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000015,2000000015,"NPI Match","Wrong payer ID",2026-05-20,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR035005,PRV035,PYR005,ERA,Completed,"Not Required",Approved,No,Pending,2000000015,2000000015,"NPI Match","Clearinghouse portal not updated",2026-01-01,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR035006,PRV035,PYR006,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000015,2000000015,"NPI Match","Wrong payer ID",2026-01-12,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR035007,PRV035,PYR007,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000015,2000000015,"NPI Match","Wrong payer ID",2026-01-23,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR035008,PRV035,PYR008,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000015,2000000015,"NPI Match","Wrong payer ID",2026-02-03,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR035009,PRV035,PYR009,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000015,1000000035,"NPI Mismatch","Individual NPI used instead of group NPI",2026-02-14,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR035010,PRV035,PYR010,ERA,Completed,"Not Required",Approved,No,Pending,2000000015,2000000015,"NPI Match","Clearinghouse portal not updated",2026-02-25,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR036001,PRV036,PYR001,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000016,2000000016,"NPI Match","No blocker",2026-04-24,2026-05-09,Ready,No,Ready,Ready
ENR036002,PRV036,PYR002,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000016,2000000016,"NPI Match","No blocker",2026-05-05,2026-05-21,Ready,No,Ready,Ready
ENR036003,PRV036,PYR003,Claims,Completed,Approved,"Not Required",Yes,Completed,2000000016,2000000016,"NPI Match","No blocker",2026-05-16,2026-06-02,Ready,No,Ready,"Not Applicable"
ENR036004,PRV036,PYR004,ERA,Completed,"Not Required",Approved,No,Pending,2000000016,2000000016,"NPI Match","Clearinghouse portal not updated",2026-05-27,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR036005,PRV036,PYR005,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000016,2000000016,"NPI Match","No blocker",2026-01-08,2026-01-17,Ready,No,Ready,Ready
ENR036006,PRV036,PYR006,Claims,Completed,Pending,"Not Required",Yes,"In Progress",2000000016,2000000016,"NPI Match","Missing payer approval",2026-01-19,NULL,Pending,Yes,"Not Ready","Not Applicable"
ENR036007,PRV036,PYR007,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000016,2000000016,"NPI Match","Wrong payer ID",2026-01-30,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR036008,PRV036,PYR008,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000016,1000000036,"NPI Mismatch","Individual NPI used instead of group NPI",2026-02-10,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR036009,PRV036,PYR009,ERA,Completed,"Not Required",Approved,No,Pending,2000000016,2000000016,"NPI Match","Clearinghouse portal not updated",2026-02-21,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR036010,PRV036,PYR010,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000016,2000000016,"NPI Match","No blocker",2026-03-04,2026-03-18,Ready,No,Ready,Ready
ENR037001,PRV037,PYR001,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000017,2000000017,"NPI Match","No blocker",2026-05-01,2026-05-17,Ready,No,Ready,Ready
ENR037002,PRV037,PYR002,Claims,Completed,Approved,"Not Required",Yes,Completed,2000000017,2000000017,"NPI Match","No blocker",2026-05-12,2026-05-29,Ready,No,Ready,"Not Applicable"
ENR037003,PRV037,PYR003,ERA,Completed,"Not Required",Approved,No,Pending,2000000017,2000000017,"NPI Match","Clearinghouse portal not updated",2026-05-23,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR037004,PRV037,PYR004,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000017,2000000017,"NPI Match","No blocker",2026-01-04,2026-01-13,Ready,No,Ready,Ready
ENR037005,PRV037,PYR005,Claims,Completed,Pending,"Not Required",Yes,"In Progress",2000000017,2000000017,"NPI Match","Missing payer approval",2026-01-15,NULL,Pending,Yes,"Not Ready","Not Applicable"
ENR037006,PRV037,PYR006,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000017,2000000017,"NPI Match","No blocker",2026-01-26,2026-02-06,Ready,No,Ready,Ready
ENR037007,PRV037,PYR007,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000017,1000000037,"NPI Mismatch","Individual NPI used instead of group NPI",2026-02-06,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR037008,PRV037,PYR008,ERA,Completed,"Not Required",Rejected,Yes,"Issue Found",2000000017,2000000017,"NPI Match","Incorrect PTAN/provider number",2026-02-17,NULL,Blocked,Yes,"Not Applicable","Not Ready"
ENR037009,PRV037,PYR009,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000017,2000000017,"NPI Match","No blocker",2026-02-28,2026-03-14,Ready,No,Ready,Ready
ENR037010,PRV037,PYR010,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000017,2000000017,"NPI Match","No blocker",2026-03-11,2026-03-26,Ready,No,Ready,Ready
ENR038001,PRV038,PYR001,Claims,Completed,Approved,"Not Required",Yes,Completed,2000000018,2000000018,"NPI Match","No blocker",2026-05-08,2026-05-25,Ready,No,Ready,"Not Applicable"
ENR038002,PRV038,PYR002,ERA,Completed,"Not Required",Approved,No,Pending,2000000018,2000000018,"NPI Match","Clearinghouse portal not updated",2026-05-19,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR038003,PRV038,PYR003,"Claims and ERA",Completed,Approved,Pending,Yes,"In Progress",2000000018,2000000018,"NPI Match","ERA setup not completed",2026-05-30,NULL,Pending,Yes,"Not Ready","Not Ready"
ENR038004,PRV038,PYR004,Claims,Completed,Pending,"Not Required",Yes,"In Progress",2000000018,2000000018,"NPI Match","Missing payer approval",2026-01-11,NULL,Pending,Yes,"Not Ready","Not Applicable"
ENR038005,PRV038,PYR005,"Claims and ERA",Completed,Approved,Pending,Yes,"In Progress",2000000018,2000000018,"NPI Match","ERA setup not completed",2026-01-22,NULL,Pending,Yes,"Not Ready","Not Ready"
ENR038006,PRV038,PYR006,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000018,1000000038,"NPI Mismatch","Individual NPI used instead of group NPI",2026-02-02,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR038007,PRV038,PYR007,ERA,Completed,"Not Required",Approved,No,Pending,2000000018,2000000018,"NPI Match","Clearinghouse portal not updated",2026-02-13,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR038008,PRV038,PYR008,"Claims and ERA",Completed,Approved,Pending,Yes,"In Progress",2000000018,2000000018,"NPI Match","ERA setup not completed",2026-02-24,NULL,Pending,Yes,"Not Ready","Not Ready"
ENR038009,PRV038,PYR009,"Claims and ERA",Completed,Approved,Pending,Yes,"In Progress",2000000018,2000000018,"NPI Match","ERA setup not completed",2026-03-07,NULL,Pending,Yes,"Not Ready","Not Ready"
ENR038010,PRV038,PYR010,Claims,Completed,Pending,"Not Required",Yes,"In Progress",2000000018,2000000018,"NPI Match","Missing payer approval",2026-03-18,NULL,Pending,Yes,"Not Ready","Not Applicable"
ENR039001,PRV039,PYR001,ERA,Completed,"Not Required",Approved,No,Pending,2000000019,2000000019,"NPI Match","Clearinghouse portal not updated",2026-05-15,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR039002,PRV039,PYR002,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000019,2000000019,"NPI Match","No blocker",2026-05-26,2026-06-04,Ready,No,Ready,Ready
ENR039003,PRV039,PYR003,Claims,Completed,Pending,"Not Required",Yes,"In Progress",2000000019,2000000019,"NPI Match","Missing payer approval",2026-01-07,NULL,Pending,Yes,"Not Ready","Not Applicable"
ENR039004,PRV039,PYR004,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000019,2000000019,"NPI Match","No blocker",2026-01-18,2026-01-29,Ready,No,Ready,Ready
ENR039005,PRV039,PYR005,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000019,1000000039,"NPI Mismatch","Individual NPI used instead of group NPI",2026-01-29,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR039006,PRV039,PYR006,ERA,Completed,"Not Required",Approved,No,Pending,2000000019,2000000019,"NPI Match","Clearinghouse portal not updated",2026-02-09,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR039007,PRV039,PYR007,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000019,2000000019,"NPI Match","Wrong payer ID",2026-02-20,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR039008,PRV039,PYR008,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000019,2000000019,"NPI Match","No blocker",2026-03-03,2026-03-18,Ready,No,Ready,Ready
ENR039009,PRV039,PYR009,Claims,Completed,Pending,"Not Required",Yes,"In Progress",2000000019,2000000019,"NPI Match","Missing payer approval",2026-03-14,NULL,Pending,Yes,"Not Ready","Not Applicable"
ENR039010,PRV039,PYR010,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000019,2000000019,"NPI Match","No blocker",2026-03-25,2026-04-11,Ready,No,Ready,Ready
ENR040001,PRV040,PYR001,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000020,2000000020,"NPI Match","No blocker",2026-05-22,2026-05-31,Ready,No,Ready,Ready
ENR040002,PRV040,PYR002,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000020,2000000020,"NPI Match","Medicaid additional enrollment missing",2026-01-03,NULL,Blocked,Yes,"Not Ready","Not Applicable"
ENR040003,PRV040,PYR003,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000020,2000000020,"NPI Match","No blocker",2026-01-14,2026-01-25,Ready,No,Ready,Ready
ENR040004,PRV040,PYR004,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000020,1000000040,"NPI Mismatch","Individual NPI used instead of group NPI",2026-01-25,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR040005,PRV040,PYR005,ERA,Completed,"Not Required",Approved,No,Pending,2000000020,2000000020,"NPI Match","Clearinghouse portal not updated",2026-02-05,NULL,Pending,Yes,"Not Applicable","Not Ready"
ENR040006,PRV040,PYR006,"Claims and ERA",Completed,Approved,Approved,Yes,Completed,2000000020,2000000020,"NPI Match","No blocker",2026-02-16,2026-03-02,Ready,No,Ready,Ready
ENR040007,PRV040,PYR007,"Claims and ERA",Completed,Rejected,Rejected,Yes,"Issue Found",2000000020,2000000020,"NPI Match","Wrong payer ID",2026-02-27,NULL,Blocked,Yes,"Not Ready","Not Ready"
ENR040008,PRV040,PYR008,Claims,Completed,Rejected,"Not Required",Yes,"Issue Found",2000000020,2000000020,"NPI Match","Medicaid additional enrollment missing",2026-03-10,NULL,Blocked,Yes,"Not Ready","Not Applicable"
